Datetime,Tweet Id,Text,Username
2023-03-03 08:30:40+00:00,1631572787067506688,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝗠𝗮𝗻𝗽𝗼𝘄𝗲𝗿

To ensure a stable supply of healthcare professionals, we have increased local intakes of students over time.",sporeMOH
2023-03-03 08:26:20+00:00,1631571699195064320,"[#MOHCOS2023] 𝗠𝗲𝗻𝘁𝗮𝗹 𝗛𝗲𝗮𝗹𝘁𝗵 𝗮𝗻𝗱 𝗪𝗲𝗹𝗹-𝗯𝗲𝗶𝗻𝗴

The Taskforce will continue to improve awareness and attitudes towards mental health through public education.",sporeMOH
2023-03-03 08:23:00+00:00,1631570856735547392,"[#MOHCOS2023] 𝗠𝗲𝗻𝘁𝗮𝗹 𝗛𝗲𝗮𝗹𝘁𝗵 𝗮𝗻𝗱 𝗪𝗲𝗹𝗹-𝗯𝗲𝗶𝗻𝗴

The Taskforce is developing a national mental health competency training framework to guide mental health professionals in developing knowledge, skills &amp; competencies to deliver high quality and effective care.",sporeMOH
2023-03-03 08:20:19+00:00,1631570185374281730,"[#MOHCOS2023] 𝗠𝗲𝗻𝘁𝗮𝗹 𝗛𝗲𝗮𝗹𝘁𝗵 𝗮𝗻𝗱 𝗪𝗲𝗹𝗹-𝗯𝗲𝗶𝗻𝗴

The Interagency Taskforce on Mental Health and Well-being has recommended a tiered care model for mental healthcare delivery to better coordinate care provision and referrals for different mental health needs.",sporeMOH
2023-03-03 08:07:47+00:00,1631567031266054144,"c)govern the collection, use and disclosure of such data by setting out robust cyber and data security requirements.",sporeMOH
2023-03-03 08:07:47+00:00,1631567029173112839,b)allow healthcare providers to share health and administrative data with one another for specific purposes.,sporeMOH
2023-03-03 08:07:46+00:00,1631567026832670722,a)enable the collection of patients’ selected health data from healthcare providers.,sporeMOH
2023-03-03 08:07:46+00:00,1631567024592928768,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵 𝗜𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻 𝗕𝗶𝗹𝗹

The Health Information Bill, which will be tabled in 2H 2023, seeks to:",sporeMOH
2023-03-03 07:36:56+00:00,1631559264815972352,"[#MOHCOS2023] 𝗞𝗲𝗲𝗽𝗶𝗻𝗴 𝗙𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗛𝗲𝗮𝗹𝘁𝗵𝘆

2 regional pilots will be launched to provide children from low-income families with a good head start in health – Project HOME and HEADS-UPP.",sporeMOH
2023-03-03 07:35:39+00:00,1631558941883895812,"[#MOHCOS2023] 𝗞𝗲𝗲𝗽𝗶𝗻𝗴 𝗙𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗛𝗲𝗮𝗹𝘁𝗵𝘆

NUH will be extending its mental health screening and support to fathers of children and husbands of women under its care.",sporeMOH
2023-03-03 07:33:31+00:00,1631558407366004736,"[#MOHCOS2023] 𝗞𝗲𝗲𝗽𝗶𝗻𝗴 𝗙𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗛𝗲𝗮𝗹𝘁𝗵𝘆

📱🧒We have launched a new advisory on screen use for children up to 12 years of age to provide parents with more resources and practical help to support their children on healthy screen and device use.",sporeMOH
2023-03-03 07:31:53+00:00,1631557996722688001,"[#MOHCOS2023] 𝗞𝗲𝗲𝗽𝗶𝗻𝗴 𝗙𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗛𝗲𝗮𝗹𝘁𝗵𝘆

Since Dec 2022, KKH has implemented the PRAM programme, which offers universal antenatal mental health screening for all pregnant women receiving outpatient obstetric care at the hospital.",sporeMOH
2023-03-03 07:25:16+00:00,1631556330124374016,"[#MOHCOS2023] 𝗞𝗲𝗲𝗽𝗶𝗻𝗴 𝗙𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗛𝗲𝗮𝗹𝘁𝗵𝘆

Mother-child dyad services will be expanded from 9 polyclinics to 14 polyclinics by 2025.",sporeMOH
2023-03-03 07:23:52+00:00,1631555976653598726,"[#MOHCOS2023] 𝗞𝗲𝗲𝗽𝗶𝗻𝗴 𝗙𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗛𝗲𝗮𝗹𝘁𝗵𝘆

Family Nexus will be progressively rolled out at Choa Chu Kang, Punggol and Sembawang over the next few months.",sporeMOH
2023-03-03 07:05:16+00:00,1631551298557603842,"[#MOHCOS2023] 𝗙𝗹𝗲𝘅𝗶𝗯𝗹𝗲 𝗣𝗮𝗹𝗹𝗶𝗮𝘁𝗶𝘃𝗲 𝗖𝗮𝗿𝗲 𝗦𝗲𝗿𝘃𝗶𝗰𝗲𝘀

Tan Tock Seng Hospital and Dover Park Hospice will embark on a pilot programme to provide seamless care across inpatient, day and home hospice settings.",sporeMOH
2023-03-03 07:04:33+00:00,1631551115950190597,"[#MOHCOS2023] 𝗙𝗹𝗲𝘅𝗶𝗯𝗹𝗲 𝗣𝗮𝗹𝗹𝗶𝗮𝘁𝗶𝘃𝗲 𝗖𝗮𝗿𝗲 𝗦𝗲𝗿𝘃𝗶𝗰𝗲𝘀

We will strengthen support for palliative care to fulfil patients’ wishes to spend their final days at home rather than in hospitals.",sporeMOH
2023-03-03 07:03:43+00:00,1631550907501670401,"[#MOHCOS2023] 𝗠𝗼𝗿𝗲 𝗔𝗳𝗳𝗼𝗿𝗱𝗮𝗯𝗹𝗲 𝗖𝗮𝗿𝗲 𝗮𝘁 𝗛𝗼𝗺𝗲

We will continue incorporating telehealth in our care models, where appropriate. 🧑‍⚕️💻",sporeMOH
2023-03-03 06:59:35+00:00,1631549866131468288,"[#MOHCOS2023] 𝗠𝗼𝗿𝗲 𝗔𝗳𝗳𝗼𝗿𝗱𝗮𝗯𝗹𝗲 𝗖𝗮𝗿𝗲 𝗮𝘁 𝗛𝗼𝗺𝗲

In 2H 2023, we will extend the use of MediSave to homebound patients receiving home medical care. They will be able to tap on the MediSave500/700 and Flexi-MediSave schemes.",sporeMOH
2023-03-03 06:57:17+00:00,1631549288571637762,"[#MOHCOS2023] 𝗔𝗴𝗲𝗶𝗻𝗴 𝗶𝗻 𝘁𝗵𝗲 𝗖𝗼𝗺𝗺𝘂𝗻𝗶𝘁𝘆

👵👴For our seniors to stay healthy, it is important for them to age actively in the community, surrounded by their family and friends.",sporeMOH
2023-03-03 06:52:25+00:00,1631548064774361088,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗕𝗲𝗻𝗲𝗳𝗶𝘁𝘀

From early 2024, enrolled residents under the Chronic Disease Management Programme can use MediSave to pay for their full treatment without cash co-payment.",sporeMOH
2023-03-03 06:51:45+00:00,1631547894892490753,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗕𝗲𝗻𝗲𝗳𝗶𝘁𝘀

From early 2024, CHAS cardholders enrolled to Healthier SG GP clinics with higher chronic medication requirements and bills can opt for Healthier SG Chronic Tier subsidies of up to 87.5% for whitelisted medications.",sporeMOH
2023-03-03 06:51:00+00:00,1631547707360964608,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗕𝗲𝗻𝗲𝗳𝗶𝘁𝘀

From July 2023, nationally recommended health screenings and vaccinations will be free for residents enrolled in Healthier SG.",sporeMOH
2023-03-03 06:50:28+00:00,1631547572316958720,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗕𝗲𝗻𝗲𝗳𝗶𝘁𝘀

From July 2023, residents enrolled in Healthier SG will be awarded 3,000 Healthpoints worth $20 after their first Health Plan consultation.",sporeMOH
2023-03-03 06:50:04+00:00,1631547472727412741,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗕𝗲𝗻𝗲𝗳𝗶𝘁𝘀

From July 2023, residents enrolled in Healthier SG can go for their first Health Plan consultation with their chosen family physician, free of charge.",sporeMOH
2023-03-03 06:49:14+00:00,1631547261351231488,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗘𝗻𝗿𝗼𝗹𝗺𝗲𝗻𝘁

From July 2023, residents aged 60 and above can enrol. Remaining residents will also be progressively invited to enrol.",sporeMOH
2023-03-03 06:47:48+00:00,1631546900251033600,"[#MOHCOS2023] 𝗛𝗲𝗮𝗹𝘁𝗵𝗶𝗲𝗿 𝗦𝗚 𝗘𝗻𝗿𝗼𝗹𝗺𝗲𝗻𝘁

From May 2023, residents aged 40 and above with chronic illnesses, and are regular patients of a Healthier SG-registered GP can pre-enrol.",sporeMOH
2023-03-03 06:45:22+00:00,1631546290252259331,"[#MOHCOS2023] 𝗠𝗲𝗲𝘁𝗶𝗻𝗴 𝗚𝗿𝗼𝘄𝗶𝗻𝗴 𝗛𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝗡𝗲𝗲𝗱𝘀 

Sembawang and Tampines North Polyclinics will start operations this year. Another 8 polyclinics will be completed by 2030.",sporeMOH
2023-03-03 06:44:46+00:00,1631546137349087233,"[#MOHCOS2023] 𝗠𝗲𝗲𝘁𝗶𝗻𝗴 𝗚𝗿𝗼𝘄𝗶𝗻𝗴 𝗛𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝗡𝗲𝗲𝗱𝘀 

Preparatory works for the redevelopment of Alexandra Hospital and the new Eastern Integrated Health Campus are in progress.",sporeMOH
2023-03-03 06:43:59+00:00,1631545938929156097,"[#MOHCOS2023] 𝗠𝗲𝗲𝘁𝗶𝗻𝗴 𝗚𝗿𝗼𝘄𝗶𝗻𝗴 𝗛𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝗡𝗲𝗲𝗱𝘀 

The new National Skin Centre, Tan Tock Seng Hospital Integrated Care Hub and Woodlands Health Campus will be progressively opened by end-2023.",sporeMOH
2023-03-03 06:42:40+00:00,1631545609198141440,"[#MOHCOS2023] 𝗠𝗲𝗲𝘁𝗶𝗻𝗴 𝗚𝗿𝗼𝘄𝗶𝗻𝗴 𝗛𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝗡𝗲𝗲𝗱𝘀
 
We target to add 1,900 more public hospital beds over the next 5 years, on top of about 11,000 existing beds.",sporeMOH
2023-03-03 06:11:59+00:00,1631537886461067265,We will be sharing live updates from MOH's Committee of Supply Debate shortly. Watch this space! #MOHCOS2023,sporeMOH
2023-02-09 12:30:00+00:00,1623660484472762369,"⛑️ Vaccination remains our primary defence against COVID-19.

💉 COVID-19 vaccinations under the National Vaccination Programme will also continue to be offered free of charge to all Singapore Citizens, PRs, LTPH and STPH.

For more info, visit https://t.co/kdqVcPH5GC https://t.co/E1dAn4pUv8",sporeMOH
2023-01-30 12:15:51+00:00,1620033047004590081,"📣 The Ministerial Committee on Ageing (MCA) has launched the 2023 Action Plan for Successful Ageing.  

👵🏼 It will focus on community initiatives to empower Singaporeans to take charge of their own ageing journeys.

➡️ For more info, visit https://t.co/DQHMaDTHkZ https://t.co/TujJd9rhgC",sporeMOH
2023-01-27 09:00:33+00:00,1618896734716891136,"She gave sugar a bitter ending. Can she take down a new, salty foe in time for Reunion Dinner?
 
This Chinese New Year, leap 🐇 into the Healthier SG multiverse with the Guardian of Health!
 
#少盐少钠过好年 #LessSaltBetterHealth #HealthierSG

https://t.co/U23OXXponA",sporeMOH
2023-01-01 00:00:04+00:00,1609338632388706305,🎆 🎊 Happy New Year! We wish you good health and happiness in 2023! https://t.co/tenGR6aTqQ,sporeMOH
2022-12-25 02:30:30+00:00,1606839775465508865,"🎶 Tis’ the season to be healthy!

🎄 Season’s Greetings everyone!

🎁  Let’s remember to stay safe and be socially responsible as we celebrate this year-end season with our family and loved ones. https://t.co/WD1zuntj3O",sporeMOH
2022-12-24 08:35:35+00:00,1606569261656584193,"🎄 Ho-ho-ho! The festive season is here.

🥳 As we indulge in the festive feasting, here are some tips to prepare delicious yet healthy meals for you and your loved ones.

👍 As always, remember to eat and drink in moderation. Stay safe and happy holidays! https://t.co/3dky1nrmgW",sporeMOH
2022-12-23 03:00:00+00:00,1606122423740424193,"🎅 Have you been naughty or nice this year? 

🎁 During this festive season, let’s continue to be socially responsible. Stay home if unwell. Practise good personal hygiene. And self-test regularly, especially before visiting vulnerable people.

🎄 Have fun and stay safe! https://t.co/suoVXO0tHz",sporeMOH
2022-12-16 14:15:51+00:00,1603755790216503296,"✈️ Travelling overseas this festive season? Excited and yet a bit worried about COVID-19? 

🕺💃 So are Father Long and Auntie Andie!

👂Listen in on their secret and the important “V” in their travel plans. 

👀 Watch and learn strategies to stay safe! https://t.co/jahdTwmvaQ",sporeMOH
2022-12-08 02:22:28+00:00,1600677157306388480,"📢 From 12 Dec 2022, the bivalent Pfizer-BioNTech/Comirnaty vaccine will be available for primary series and boosters for those 12 years and above.

🛡 All JTVCs and MVTs will offer bivalent Pfizer-BioNTech/Comirnaty and bivalent Moderna/Spikevax.

🔗Info: https://t.co/K39G1h4mJo https://t.co/2mHaeATgyf",sporeMOH
2022-12-02 04:30:00+00:00,1598534925317066755,"⏰ Does it matter what time I take my medication?

🥘 Should all medication be taken after food?

💊 Reading your medication label correctly will help you get the most out of your prescription!

🔗 Learn how to read your medication labels here: https://t.co/ywUURJEQwf https://t.co/X58kAdEvlp",sporeMOH
2022-11-18 04:30:00+00:00,1593461497551691776,"🤔 Have you ever searched multiple websites for medication-related info, only to wonder if they are credible?
 
💊 With the National Drug Formulary website, there is now a one-stop national resource for information on locally-registered drugs.

🔗 https://t.co/Vqor5LfgkG https://t.co/m7MCf0jUgD",sporeMOH
2022-11-15 03:00:00+00:00,1592351683824087042,"Are you up to date with your COVID-19 vaccination?
 
If you are aged 18 and above, you should receive an additional dose of bivalent vaccine at least 5 months from your last dose.
 
For more info, visit: https://t.co/A5cwxsJMHs https://t.co/FMOAG3U1cR",sporeMOH
2022-11-08 09:30:00+00:00,1589913117273731073,"💉 Keeping our vaccinations up to date is our first key line of defence against COVID-19.

➡️ Have you received your minimum protection series? Swipe to check if you’re up to date with your COVID-19 vaccinations.

🔗 For more info, visit https://t.co/RPgIM4zfCp https://t.co/Cgl5X5eHOu",sporeMOH
2022-11-08 07:02:22+00:00,1589875960115253248,"🦠 As reinfections become more common, self-test regularly to protect your loved ones.

➡️ Swipe to find out when you should self-test, and what you should do if you experience symptoms 28 days after your previous infection.

🔗 To learn more, visit https://t.co/RPgIM4RoQx https://t.co/NS79p1v9R6",sporeMOH
2022-11-02 01:00:00+00:00,1587610442695860225,"The best protection we can give our children against COVID-19 is through vaccination. From 25 Oct 2022, children 6 mth - 4 yr can begin to receive their primary vaccination, while children 5 - 11 yr can begin to receive their booster shot.

For more info: https://t.co/borIiXT1Pd https://t.co/eXuH4ssCS3",sporeMOH
2022-10-19 11:49:15+00:00,1582700402868305920,"🛡 The best protection we can give our children against COVID-19 is through vaccination. 

💉 From 25 Oct, children aged 6 months to 4 can receive their primary vaccination, while children aged 5 to 11 can receive their booster shot. 

👩‍⚕️ Get your children vaccinated asap! https://t.co/L69T2G8PtD",sporeMOH
2022-10-13 04:03:36+00:00,1580408890407034880,"🤧 Having mild flu-like symptoms and require medical help?

👨‍💻👩‍⚕️Consider teleconsultation with a doctor. This saves you travelling time, and allows you to have medications delivered right to your doorstop. 

🔗 For a list of telemedicine providers, visit https://t.co/LrkMW54q3e https://t.co/uO1IL9L7PQ",sporeMOH
2022-10-12 08:48:56+00:00,1580118310053552128,"📈 The increasing use of Big Data and Artificial Intelligence is changing the landscape of biomedical science and research. 

🤓 To learn more about the accompanying bioethical considerations, sign up for this panel discussion organised by BAC at https://t.co/ske28pqEWJ https://t.co/ZFIKhNU0JB",sporeMOH
2022-10-07 11:50:03+00:00,1578351949417656320,"✅ As we resume normalcy in our daily activities, we will lift Vaccination Differentiated SMMs (VDS) fully from 10 Oct 2022. 

👩‍⚕️ Even as we lift VDS, we urge non-fully vaccinated persons to get vaccinated to protect themselves.

ℹ️ For more info: https://t.co/q07c3XV0vx https://t.co/vqYGb0p4w2",sporeMOH
2022-10-03 07:29:45+00:00,1576836888232534016,"⛹️‍♂️ With #HealthierSG, you can lead a more active and healthier life.

👀 Check out the infographic for some of the benefits you can enjoy when the programme launches from 2H 2023, starting with enrolment for those aged 60 and above.

🔗 Find out more at https://t.co/9kxoeCXHhX. https://t.co/eZxbM7YIgq",sporeMOH
2022-09-23 04:19:20+00:00,1573165090807091203,"🤔 What is bioethics? What are some common bioethical issues? Why should we be concerned?

👀 Watch this video to find out! 

🔗 For more info on bioethics, and the work that Singapore's Bioethics Advisory Committee does, visit 
https://t.co/7iZ5rkt3Ql https://t.co/NBXGOOzbvj",sporeMOH
2022-09-21 12:47:59+00:00,1572568321895337985,"📣 From 2H 2023, residents aged 60 and above can enrol with a family doctor, who will help them manage their health holistically. Enrolment for those aged 40-59 will follow in the next 2 years. 

🔗 For more info, visit https://t.co/JKHWwaQh0h. https://t.co/4WPuU4yfzu",sporeMOH
2022-09-21 12:25:20+00:00,1572562623794905089,"🍎Healthier SG seeks to empower you to become healthier through preventive care, and will be launched in the second half of 2023.

👀 Check out this infographic to learn more about the 5 key features of Healthier SG. For more info, visit https://t.co/JKHWwaQh0h. https://t.co/cB0zU93qID",sporeMOH
2022-09-21 06:36:09+00:00,1572474745756717056,"🤝 Since March 2022, MOH has engaged over 6,000 residents and stakeholders on Healthier SG, where a vast majority agreed that their health lies in how well they care for themselves. 

👀 Check out this infographic for the key findings from the Healthier SG engagement. https://t.co/88ZIp5GZFU",sporeMOH
2022-08-10 06:44:53+00:00,1557256655548678144,"🧬 Interested to learn more about your ancestry, personality or behavioural traits? Be wary when doing so through non-clinical or direct-to-consumer (DTC) genetic tests.

🔎 For more info on DTC genetic tests, visit https://t.co/0UOEofKEiQ https://t.co/He2NxwN3Lq",sporeMOH
2022-08-05 06:15:23+00:00,1555437291128377344,"👋 Say Hi to our otter family!

🦦 Let Grandpa Otter share how a second vaccine booster can increase your protection against COVID-19.

🛡 Get your booster today and share this with your family and friends to show your care.

➡️ For locations of JTVCs: https://t.co/XsMzhClDsU https://t.co/gd6I5u1Ba6",sporeMOH
2022-08-02 07:30:22+00:00,1554368999655235584,"👩‍⚕️ As we work towards living with COVID-19, vaccination and boosters will be key to protecting ourselves and our loved ones. 

🧐 If you are wondering whether you should take a second booster, check out this infographic to find out. https://t.co/Qcvv4oeD71",sporeMOH
2022-07-19 11:11:30+00:00,1549351216328519680,"⚠️ Beware of scams or phishing attempts! 

⛔️ Do not provide any personal or bank account details to suspicious contacts over a phone call, SMS or WhatsApp. 

🤔 If you are unsure whether a call you received from MOH is authentic, verify the number at https://t.co/f4nXIheqXy https://t.co/82HBlxM0O0",sporeMOH
2022-07-01 02:17:37+00:00,1542693879933046784,"🤧 Having mild flu-like symptoms and require medical help? 

👨‍💻👩‍⚕️Consider telemedicine consultation with a doctor. This saves you travelling time, allows you to avoid queueing at the clinics. 

🔗 For a list of telemedicine providers, visit https://t.co/uLGCQCIWPz https://t.co/MjhSB0dphp",sporeMOH
2022-06-27 09:07:50+00:00,1541347563000823808,"The Mobile Vaccination Teams are coming to the heartlands. Let's encourage our seniors to get boosted!

For the schedule and locations of upcoming MVTs, please visit:
https://t.co/9Q7thwPg6d https://t.co/fGYQSFVNfl",sporeMOH
2022-06-24 04:44:57+00:00,1540194243964063745,"Calling all Singaporeans! Have you completed the #HealthierSG survey? 

We’d love to hear from you today. Head over to https://t.co/x3hK8yc2OJ and tell us how we can build a healthier Singapore for you and your loved ones. https://t.co/nCDdAViVmp",sporeMOH
2022-06-15 03:00:02+00:00,1536906348759515141,"💪 Let’s play our part in building a Healthier SG for Singaporeans.

🔗 Simply click on https://t.co/x3hK8yuc2R, and share your ideas on how we can achieve better health outcomes for all! https://t.co/ksggv8q5DQ",sporeMOH
2022-05-29 04:05:00+00:00,1530762103572901888,"🗓️ From 1 Jun 2022, recovered persons aged 12 and above who have completed their primary vaccination, will need to receive their COVID-19 booster dose within 9 months of their primary vaccination series, in order to maintain their vaccinated status.

🔗 https://t.co/ICN7aksDF9 https://t.co/YJ599Iu2QE",sporeMOH
2022-05-19 06:30:54+00:00,1527174943879835648,"Did you know that colorectal cancer is the most common cancer affecting men in Singapore? 

The good news is, about a third of all cancers can be cured if they are detected and treated early. 

That is why regular health check-ups and cancer screenings are important. https://t.co/JGtV1OLTX5",sporeMOH
2022-05-18 10:23:51+00:00,1526871178014380032,"Healthier SG will help all Singaporeans take steps towards better health. From today to 15 Aug, we invite you to share your views and suggestions with us, to help shape Healthier SG together. 

To take part in our survey, visit https://t.co/swSFnY00gG https://t.co/azO0lBPL4e",sporeMOH
2022-05-13 10:51:09+00:00,1525066108436287489,"Registration for the Nuvaxovid vaccine by Novavax has begun.

Individuals aged 18 years and above may receive the vaccine for their primary series or booster vaccination. 

Swipe right to find out when, where and how you can receive the vaccine. https://t.co/81zq0A6N74",sporeMOH
2022-04-29 03:05:00+00:00,1519875368030662656,"#didyouknow Singapore is one of the most digitally engaged countries across the region? 📱

While it’s almost impossible to cut devices out of our lives, we can all benefit from reducing our time spent on them. 💻

For more info: https://t.co/ghxYghbwMO

#healthiersg https://t.co/qBtNuZTiDu",sporeMOH
2022-04-28 05:34:50+00:00,1519550688568942592,"To date, more than 5,500 cases of dengue have been reported this year, already exceeding last year's total! 😱

Know the symptoms and do the Mozzie Wipeout regularly to protect yourself and your family! 🚫🦟

For more info on dengue: https://t.co/nrahxi2Mwe https://t.co/HgfT4o6lk3",sporeMOH
2022-04-08 07:25:00+00:00,1512330653676687364,"From today (8 April), the following grps can receive their 2nd booster dose abt 5 mth after their 1st booster dose:
✔️ All persons aged 80 years &amp; above
✔️ Persons living in aged care facilities
✔️ Medically vulnerable persons

For vaccination locations: https://t.co/ICN7akKewH https://t.co/Bde27ANtRs",sporeMOH
2022-03-24 15:57:56+00:00,1507023921937223683,"From 29 March, mask-wearing will be optional (but encouraged) in outdoor settings. When indoors, do however put on your masks. 

Here’s a simple guide to help you along the way. One useful tip  - put on your masks in crowded places for added precaution. https://t.co/vGS6Y4VI1E",sporeMOH
2022-03-24 09:19:57+00:00,1506923765757714435,"It’s World Tuberculosis (TB) Day. TB remains a global health threat and is not uncommon in Singapore. 

Thankfully, it is curable and its spread can be prevented. Swipe to learn more about how we can protect ourselves from TB. 

For more info, visit: https://t.co/LzpilIAKeo https://t.co/zrTLMGSbJJ",sporeMOH
2022-03-24 06:41:27+00:00,1506883876165021698,"Thanks to the collective efforts of everyone in Singapore, the local COVID-19 situation has improved considerably. 

From 29 March, we will ease the community SMMs and make further progress towards living with COVID-19. 

For more info, visit: https://t.co/eWypO4YWcV https://t.co/oVzeilkXv4",sporeMOH
2022-03-24 05:39:33+00:00,1506868298784260103,"MTF has accepted the EC19V’s recommendation to give a second booster dose for persons who are medically susceptible to severe COVID-19 around 5 months after receiving their first booster dose.

Do take your shot when offered or encourage your loved ones to do so. https://t.co/aC9QQDLRbD",sporeMOH
2022-03-18 10:00:02+00:00,1504759525936713744,"#Didyouknow S'poreans are among the world’s most sleep-deprived people? 😴
A healthy sleep schedule is important, as sleep deprivation can lead to:
💤 Health problems
💤 Poor mental well-being
💤 Weight gain

For tips on sleeping better this #WorldSleepDay https://t.co/0JMoDVnxHU https://t.co/RrZHaAcTzQ",sporeMOH
2022-03-18 05:44:59+00:00,1504695341337432064,"From 14 Mar, persons 12-17 who have completed primary vax series &amp; eligible for booster will be considered fully vaccinated for 270 days after last dose in their primary series.

Get boosted to maintain your vaccinated status!

Check if you need a booster: https://t.co/7DWpvotuls https://t.co/h9FJBnKYUM",sporeMOH
2022-03-12 03:55:00+00:00,1502493334761521156,"From 15 Mar 2022, the COVID-19 Safe Management Measures (SMMs) will be simplified to just 5 parameters: SMMs 1️⃣ - 5️⃣

For more details: https://t.co/ntRBzQFfTx https://t.co/4zsAxMyMHj",sporeMOH
2022-03-05 09:05:10+00:00,1500034673052831746,"Are you familiar with the Community Health Assist Scheme (CHAS)?

If you are a Singapore Citizen, CHAS allows you to enjoy subsidies for medical and dental care at participating GP and dental clinics.

Visit https://t.co/VjtzmzMcqF for more info. https://t.co/9u6w7nDaNF",sporeMOH
2022-02-26 12:53:52+00:00,1497555512669335559,"Two-thirds of our total population has received their booster shot. 

Join the millions already boosted and get the best possible protection against COVID-19. 

#Igotmyshot https://t.co/ycyNcm42pb",sporeMOH
